"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","Western Australia : Conservation status: Priority 3","Western Australia : Conservation status: Priority 2","Western Australia : Conservation status: Priority 1","QLD State Notifiable Pests","SA State Notifiable Pests","Weeds of National Significance (WoNS) as at Feb. 2013","WA State Notifiable Pests","NSW State Notifiable Pests","NT State Notifiable Pests","ACT State Notifiable Pests","Key Australian weed species list (ABS)","Key Australian feral animal species list (ABS)","VIC State Notifiable Pests"
"https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531","Wallabia bicolor","Desmarest, 1804","species","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Wallabia","Swamp Wallaby","109531","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/97a59c84-af21-4cdc-bac7-a97c5201db42","Rhipidura (Rhipidura) albiscapa","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Grey Fantail","57269","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/7af45089-4a0f-4303-a417-1708623809af","Colluricincla (Colluricincla) harmonica","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Grey Shrike-thrush","54490","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e8f3c958-c71f-4ee9-b2a0-230bed965e35","Caligavis chrysops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Caligavis","Yellow-faced Honeyeater","53680","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8cecdfa3-4c71-467e-b8fb-312cc347dfa0","Cormobates leucophaea","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Cormobates","White-throated Treecreeper","53486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/eb315a61-418b-4a12-bc98-9096fe17bde9","Strepera (Strepera) graculina","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Pied Currawong","51161","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/ee2cb6a9-e17c-4ca7-8aef-76d69eb969ed","Trichosurus vulpecula","(Kerr, 1792)","species","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Common Brushtail Possum","50003","","Rare","","","","","","","","","Endangered","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/ae56080e-4e73-457d-93a1-0be6a1d50f34","Malurus (Malurus) cyaneus","(Ellis, 1782)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Superb Fairy-wren","49621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/62f6a29a-7b0c-4e5c-83ea-0074f99d133b","Acanthiza (Acanthiza) pusilla","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Brown Thornbill","48541","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/944960f7-4a3f-4de8-a1fd-0f037af45a23","Menura (Menura) novaehollandiae","Latham, 1801","species","Animalia","Chordata","Aves","Passeriformes","Menuridae","Menura","Superb Lyrebird","46274","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/5e0f496f-5045-41ff-8c03-f3c8fd4f8ccd","Platycercus (Platycercus) elegans","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Crimson Rosella","44744","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/2b0e8999-4326-42b9-922a-cfc48a15661a","Eopsaltria (Eopsaltria) australis","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eastern Yellow Robin","44669","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/1fc76c4d-4830-4129-9b86-1c7e944c3c50","Dacelo (Dacelo) novaeguineae","(Hermann, 1783)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Laughing Kookaburra","44155","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/5291343e-fdeb-4a65-8ba5-928f5b96acf5","Gymnorhina tibicen","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Australian Magpie","43487","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/031b2b69-e9fc-44c6-9df9-03c1470d5ec3","Sericornis (Sericornis) frontalis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","White-browed Scrubwren","40248","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e522d60c-f64e-499e-82ac-2d5b4d8ed27a","Rattus fuscipes","(Waterhouse, 1839)","species","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Bush Rat","40163","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/5254fe03-630b-44b2-9233-df51a7b8f25f","Pardalotus (Pardalotus) punctatus","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Spotted Pardalote","38530","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/2c1a9dfc-56b2-404d-b8fa-360110d04167","Acanthorhynchus tenuirostris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","Eastern Spinebill","38042","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/7d461feb-7587-49b6-9f8e-897069e3b8a8","Psophodes (Psophodes) olivaceus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Eastern Whipbird","34040","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286","Vombatus ursinus","(Shaw, 1800)","species","Animalia","Chordata","Mammalia","Diprotodontia","Vombatidae","Vombatus","Bare-nosed Wombat","33944","","Rare","","","","","","","Near threatened","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8303d47d-200c-463a-aca0-a087260b00c1","Anseranas semipalmata","(Latham, 1798)","species","Animalia","Chordata","Aves","Anseriformes","Anseranatidae","Anseranas","Magpie Goose","33149","","Endangered","","","Vulnerable","","","","","","","Vulnerable","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/378bdcd1-f52a-4907-9f71-0541b05437da","Pachycephala (Alisterornis) rufiventris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Rufous Whistler","32921","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/3cee982b-508c-4e49-95af-8374d23974c6","Meliphaga (Meliphaga) lewinii","(Swainson, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Lewin's Honeyeater","32129","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8204979f-5302-41ea-943f-01d3c420f7bb","Anthochaera (Anthochaera) carunculata","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Red Wattlebird","31694","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e9d6fbbd-1505-4073-990a-dc66c930dad6","Phascolarctos cinereus","(Goldfuss, 1817)","species","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Koala","30827","","","","","","","Endangered","","Endangered","","","Endangered","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/1c4dce12-16f6-49ab-b578-0673551214fd","Rhipidura (Sauloprocta) leucophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Willie Wagtail","30224","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/d6192a35-3f44-458b-9505-a571955fc476","Ptilonorhynchus violaceus","(Vieillot, 1816)","species","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus","Satin Bowerbird","29610","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8117f68b-5460-4626-8400-e171464e08ad","Corvus coronoides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Australian Raven","29593","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/7814eae1-111d-4016-aebb-bcd783fa3753","Acanthiza (Subacanthiza) lineata","Gould, 1838","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Striated Thornbill","27712","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/4e118c73-06a7-4131-bd67-5da5d2d61fd7","Hirundo (Hirundo) neoxena","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Welcome Swallow","27405","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/30edbd1a-6367-4d84-87f1-3566e6cc54d6","Pachycephala (Pachycephala) pectoralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Golden Whistler","27288","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/fe0d4e5e-6bd5-4e46-a77c-00e8cec73410","Zosterops lateralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Silvereye","27166","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/984826e3-cee5-4cc6-b993-ecce9d8dbdaf","Neochmia (Aegintha) temporalis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Neochmia","Red-browed Finch","26855","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/4dfe64e2-a213-45c3-b585-cfcd690451ec","Trichoglossus moluccanus","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Rainbow Lorikeet","26434","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/989a7126-df02-4f1f-a21f-feca59662947","Crocodylus porosus","Schneider, 1801","species","Animalia","Chordata","Reptilia","Crocodylia","Crocodylidae","Crocodylus","Saltwater Crocodile","25382","","","Listed","","","","","","Vulnerable","","","","Migratory","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/69c22b10-ff42-4bef-bb0f-88dc01a8f96c","Coracina (Coracina) novaehollandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Black-faced Cuckoo-shrike","25074","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/c4dfafef-5192-4a3d-815c-040c393e9bca","Notamacropus rufogriseus","(Desmarest, 1817)","species","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Notamacropus","Red-necked Wallaby","23931","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/0a444981-cf13-484c-81b5-9313d5851c4e","Mus musculus","Linnaeus, 1758","species","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","House Mouse","23537","","","","","","","","","","","","","","","","","","","","","","","","","","Y",""
"https://biodiversity.org.au/afd/taxa/ce17b284-d607-496a-992f-f3129bfd3997","Grallina cyanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Magpie-lark","23292","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/2c33a1fd-34f4-48ec-9ae6-38b51f2aa7ea","Cacatua (Cacatua) galerita","(Latham, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Sulphur-crested Cockatoo","23225","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e3103245-2da1-4cc5-952d-49153f466bbf","Pardalotus (Pardalotinus) striatus","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Striated Pardalote","22304","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e","Petauroides volans","(Kerr, 1792)","species","Animalia","Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Petauroides","Southern Greater Glider","22024","","","","","Endangered","","Endangered","","Vulnerable","Endangered","","Endangered","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/95efb4b0-67a8-4093-8bda-d55b2fa836be","Melithreptus (Melithreptus) lunatus","(Vieillot, 1802)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","White-naped Honeyeater","21899","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/408ee81c-6558-4ddf-b732-f9ad7d09f1ae","Cacomantis (Vidgenia) flabelliformis","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Fan-tailed Cuckoo","21387","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/55213c39-1809-442e-b5fb-03fb99e8d97a","Alisterus scapularis","(Lichtenstein, 1816)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","Australian King-parrot","20859","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/da002998-b551-4328-ac4e-5e04fc72708b","Phylidonyris (Meliornis) novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","New Holland Honeyeater","20547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/f2f43ef9-89fd-4f89-8b06-0842e86cfe06","Macropus giganteus","Shaw, 1790","species","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Eastern Grey Kangaroo","20291","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/46306d30-cfa1-4528-906b-cae2e9c5c0e8","Vanellus (Lobipluvia) miles","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Masked Lapwing","19976","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/7822040e-291b-4e30-8708-d63f39b0409f","Philemon (Tropidorhynchus) corniculatus","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Noisy Friarbird","19577","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8444824e-c5da-41d5-a017-9903c2bf4251","Crinia signifera","Girard, 1853","species","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Common Eastern Froglet","19154","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/145b081d-eca7-4d9b-9171-b97e2d061536","Zanda funerea","(Shaw, 1794)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Zanda","Yellow-tailed Black-cockatoo","18126","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/adf11871-c02e-4864-83ae-393d528614b7","Nesoptilotis leucotis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Nesoptilotis","White-eared Honeyeater","17916","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/1f6b7596-dd2b-4ede-b5b2-313eeb66fe53","Calyptorhynchus (Calyptorhynchus) lathami","(Temminck, 1807)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Glossy Black-cockatoo","17899","","","","","Vulnerable","","Vulnerable","","Vulnerable","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/9b4ad548-8bb3-486a-ab0a-905506c463ea","Eolophus roseicapilla","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Galah","17574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/61e18b9c-9fda-4cf2-9b9d-996e67cbae38","Petaurus australis","Shaw, 1791","species","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Yellow-bellied Glider","17566","","Endangered","","","Vulnerable","","Vulnerable","","","","","Vulnerable","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/681ea214-3788-4cc6-8b97-0b325d6bba6b","Cracticus torquatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Grey Butcherbird","17496","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51763684","Pteridium esculentum","(G.Forst.) Cockayne","species","Plantae","Charophyta","Equisetopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Common Bracken","17471","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2895205","Lomandra longifolia","Labill.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Spiny-headed Mat-rush","17174","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/54f72646-b435-4d47-99e0-632d282a2964","Leucosarcia melanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Leucosarcia","Wonga Pigeon","16533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/241dd5c6-1235-4eb9-b3d5-a44af6b0d444","Anas (Anas) superciliosa","Gmelin, 1789","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Pacific Black Duck","15801","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/2c5fd509-d4d6-4adb-9566-96280ff9e6af","Corvus orru","Bonaparte, 1850","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Torresian Crow","15433","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e0942c73-0432-4eef-8b53-4a14a5ab26fe","Gerygone mouki","Mathews, 1903","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Brown Gerygone","15052","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2904150","Cryptostegia grandiflora","R.Br.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Cryptostegia","Rubber Vine","15050","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","",""
"https://biodiversity.org.au/afd/taxa/8fd1977b-9edf-4ddf-b6cf-24a09db4d18c","Egretta novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","White-faced Heron","15008","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58","Chenonetta jubata","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Australian Wood Duck","14746","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/80e0f126-dba0-45dc-a072-d7f907cf3ee0","Isoodon macrourus","(Gould, 1842)","species","Animalia","Chordata","Mammalia","Peramelemorphia","Peramelidae","Isoodon","Northern Brown Bandicoot","14384","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/e90f4e15-80db-4b04-91a1-0ab44488a554","Antechinus stuartii","Macleay, 1841","species","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Brown Antechinus","14350","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/feb4b239-685b-4238-8fef-5b755d9538c9","Oriolus (Mimeta) sagittatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Olive-backed Oriole","14329","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/31113d80-ed4f-4bb0-9a65-48080e4c6dd1","Haliastur sphenurus","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliastur","Whistling Kite","14247","","","","","","","","Endangered","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/3d5c4e0d-5138-46e0-8e14-5acd8fd2c523","Geopelia placida","Gould, 1844","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Peaceful Dove","14216","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/8f2d4aeb-50eb-438f-a145-5f12e356ffd8","Dicaeum (Dicaeum) hirundinaceum","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","Dicaeum","Mistletoebird","14079","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/0b7c528a-4104-4a96-853e-05a37c327067","Microcarbo melanoleucos","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Little Pied Cormorant","13810","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/df2ea1e6-a854-4a85-854c-6de52d8fa6c1","Geopelia humeralis","(Temminck, 1821)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Bar-shouldered Dove","13477","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/c78d1e86-c51b-4c83-b0ff-fe051ca06e70","Manorina (Manorina) melanophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Bell Miner","13274","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/b9d06f62-63da-4649-80ba-33986ea058e1","Notamacropus eugenii","(Desmarest, 1817)","species","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Notamacropus","Tammar Wallaby","12904","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/ff90b63a-00eb-479a-803e-cde04b4c05b0","Perameles nasuta","Geoffroy, 1804","species","Animalia","Chordata","Mammalia","Peramelemorphia","Peramelidae","Perameles","Long-nosed Bandicoot","12847","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/23e2ccef-06b0-4749-abc6-d8a710b94f69","Aquila (Uroaetus) audax","(Latham, 1801)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Wedge-tailed Eagle","12613","","","","","","","","Endangered","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/9f9ddea7-8c74-46df-8ed9-3233d681e354","Merops (Merops) ornatus","Latham, 1801","species","Animalia","Chordata","Aves","Coraciiformes","Meropidae","Merops","Rainbow Bee-eater","12457","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/6c646af8-06fb-40ae-83aa-3dd001cc4ea6","Callocephalon fimbriatum","(Grant, 1803)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Callocephalon","Gang-gang Cockatoo","12302","","","","","Endangered","","Endangered","","","Endangered","","Endangered","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/135cc880-f84e-4470-a1c1-fbce3a0ed534","Todiramphus (Todiramphus) sanctus","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus","Sacred Kingfisher","12217","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/cb4f06b4-75cc-470e-a238-102e6f913658","Platycercus (Violania) eximius","(Shaw, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Eastern Rosella","12166","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51448753","Viola hederacea","Labill.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Violaceae","Viola","Ivy-leaf Violet","11565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/ee7498bf-c57c-4463-b313-710d4959cc95","Manorina (Myzantha) melanocephala","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Noisy Miner","11544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2903901","Andropogon gayanus","Kunth","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Andropogon","Gamba Grass","11464","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","",""
"https://biodiversity.org.au/afd/taxa/618a2c4c-ddf2-4042-a6a7-34a3e893c219","Anthochaera (Anellobia) chrysoptera","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Little Wattlebird","11344","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/0acb965c-c480-4572-b4d2-51f0955ff404","Myiagra (Myiagra) rubecula","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Leaden Flycatcher","11334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Silvertop Ash","11014","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://biodiversity.org.au/afd/taxa/0f5df411-17dd-4719-91de-158fb1a77b27","Cracticus nigrogularis","(Gould, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Pied Butcherbird","10906","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/taxon/apni/51437654","Dianella caerulea","Sims","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Dianella","Paroo Lily","10878","","","","","","","","","","","","","","","","","","","","","","","","","","",""
