"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","Bonn Convention Migratory Taxa","China-Australia Migratory Bird Agreement (CAMBA)","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","Western Australia : Conservation status: Priority 3","Western Australia : Conservation status: Priority 2","Western Australia : Conservation status: Priority 1","QLD State Notifiable Pests","SA State Notifiable Pests","Weeds of National Significance (WoNS) as at Feb. 2013","WA State Notifiable Pests","NSW State Notifiable Pests","NT State Notifiable Pests","ACT State Notifiable Pests","Key Australian weed species list (ABS)","Key Australian feral animal species list (ABS)","VIC State Notifiable Pests"
"https://id.biodiversity.org.au/node/apni/2896173","Holcus setiger","Nees","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Holcus","Annual Fog","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896198","Buckinghamia celsissima","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Buckinghamia","Ivory Curl","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896200","Melaleuca subalaris","Barlow","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896276","Desmocladus austrinus","B.G.Briggs & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Desmocladus","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896329","Acacia ptychophylla","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Wattle","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896332","Cenchrus biflorus","Roxb.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cenchrus","Gallons Curse","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896446","Rhynchosia bungarensis","Maesen","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Rhynchosia","","3","","","","","","","","","","","","","","Rare, Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896482","Hakea ferruginea","Sweet","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Hakea","Rusty Hakea","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896495","Maireana tomentosa","Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Maireana","Maireana","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896537","Acacia enervia","Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896596","Actinotus glomeratus","Benth.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896675","Fimbristylis dolera","S.T.Blake","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Fimbristylis","Fringe-rush","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896753","Eucalyptus orgadophila","Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Mountain Coolibah","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896759","Tephrosia macrocarpa","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Tephrosia","Tephrosia","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896819","Acacia burrana","Pedley","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896822","Ormosia ormondii","(F.Muell.) Merr.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Ormosia","Yellow Bean","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896899","Amphipogon laguroides","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Amphipogon","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896919","Melicope xanthoxyloides","(F.Muell.) T.G.Hartley","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Melicope","Yellow Evodia","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896983","Fimbristylis eragrostis","(Nees & Meyen) Hance","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Fimbristylis","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2896985","Eucalyptus petraea","D.J.Carr & S.G.M.Carr","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Granite Rock Box","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897037","Epacris cerasicollina","Crowden","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Epacris","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897106","Aponogeton hexatepalus","H.Bruggen","species","Plantae","Charophyta","Equisetopsida","Alismatales","Aponogetonaceae","Aponogeton","Stalked Water Ribbons","3","","","","","","","","","","","","","","Rare, Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897118","Drosera falconeri","K.Kondo & Tsang","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera","Sundew","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897136","Acacia pachypoda","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897140","Passiflora aurantioides","(K.Schum.) Krosnick","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Passifloraceae","Passiflora","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897175","Goodenia havilandii","Maiden & Betche","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia","Hill Goodenia","3","","","","","Critically Endangered","","","","","","","","","","","","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897219","Eucalyptus patens","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Blackbutt","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897231","Hibbertia ledifolia","Benth.","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","3","","","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897237","Spartochloa scirpoidea","(Steud.) C.E.Hubb.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Spartochloa","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897241","Conospermum sigmoideum","E.M.Benn.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Conospermum","","3","","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897448","Millotia perpusilla","(Turcz.) P.S.Short","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Millotia","Tiny Bow-flower","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897486","Hibbertia oligodonta","S.T.Reynolds","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897516","Eucalyptus pachyphylla","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Red-bud Mallee","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897596","Amphibromus fluitans","Kirk","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Amphibromus","River Swamp Wallaby-grass","3","","","","","","","","","","Vulnerable","","Vulnerable","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897603","Polygala dimorphotricha","R.A.Kerrigan","species","Plantae","Charophyta","Equisetopsida","Fabales","Polygalaceae","Polygala","Polygala","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897664","Grevillea hookeriana","Meisn.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Red Toothbrushes","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897669","Senna multiglandulosa","(Jacq.) H.S.Irwin & Barneby","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna","Downy Senna","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897679","Verticordia patens","A.S.George","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897694","Atriplex spinibractea","R.H.Anderson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Atriplex","Spiny-fruit Saltbush","3","","","","","Endangered","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897709","Lechenaultia striata","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Lechenaultia","Striate Lechenaultia","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897714","Eucalyptus glomerosa","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Jinjulu","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897782","Stylidium sejunctum","Lowrie, D.J.Coates & Kenneally","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","","3","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897803","Pimelea micrantha","F.Muell. ex Meisn.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea","Silky Riceflower","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2897867","Eucalyptus ewartiana","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Ewarts Mallee","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898045","Banksia pteridifolia","(R.Br.) A.R.Mast & K.R.Thiele","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898055","Teucrium eremaeum","Diels","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Teucrium","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898071","Phyllota luehmannii","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Phyllota","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898150","Centranthera tranquebarica","(Spreng.) Merr.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Orobanchaceae","Centranthera","Centranthera","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898378","Stylidium violaceum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","Violet Triggerplant","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898380","Verticordia tumida","A.S.George","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia","Summer Featherflower","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898429","Lepidium hyssopifolium","Desv.","species","Plantae","Charophyta","Equisetopsida","Brassicales","Brassicaceae","Lepidium","Aromatic Peppercress","3","","","","","Endangered","","","Endangered","","Endangered","","Endangered","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898432","Lepyrodia monoica","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Lepyrodia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898454","Eutaxia virgata","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Eutaxia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898493","Hibiscus lobatus","(Murray) Kuntze","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Hibiscus","Hibiscus","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898579","Thismia clavarioides","K.R.Thiele","species","Plantae","Charophyta","Equisetopsida","Dioscoreales","Thismiaceae","Thismia","","3","","","","","","","","","","Endangered","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898639","Ptilotus axillaris","(F.Muell. ex Benth.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus","Mat Mulla Mulla","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898708","Callicarpa thozetii","Munir","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Callicarpa","","3","","","","","","","","","Endangered","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898742","Desmodium scorpiurus","(Sw.) Desv. ex DC.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Desmodium","Desmodium","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898743","Caryota albertii","F.Muell. ex H.Wendl. & Drude","species","Plantae","Charophyta","Equisetopsida","Arecales","Arecaceae","Caryota","Native Fish-tail Palm","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898783","Phyllanthus cuscutiflorus","S.Moore","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Phyllanthus","","3","","","","","","","","","Vulnerable","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898909","Grevillea baxteri","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Cape Arid Grevillea","3","","","","","","","","","","","","","","Rare, Near Threatened","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898913","Paspalidium reflexum","R.D.Webster","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Paspalidium","Paspalidium","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898921","Monotoca submutica","(Benth.) Jarman","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Monotoca","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898942","Dansiea elliptica","Byrnes","species","Plantae","Charophyta","Equisetopsida","Myrtales","Combretaceae","Dansiea","","3","","","","","","","","","Near threatened","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898945","Rubus queenslandicus","A.R.Bean","species","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Rubus","Rose-leaf Bramble","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898968","Dicksonia herbertii","W.Hill","species","Plantae","Charophyta","Equisetopsida","Cyatheales","Dicksoniaceae","Dicksonia","Bristly Tree Fern","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2898970","Jasminum singuliflorum","F.M.Bailey & F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Jasminum","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899020","Triumfetta kenneallyi","Halford","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Triumfetta","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899060","Trianthema oxycalyptrum","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Aizoaceae","Trianthema","Trianthema","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899092","Corchorus parviflorus","(Benth.) Domin","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Corchorus","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899150","Goodenia heterochila","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia","Serrated Goodenia","3","","","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899166","Leptospermum amboinense","Blume","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Leptospermum","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899176","Stirlingia divaricatissima","A.S.George","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Stirlingia","","3","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899215","Persoonia pertinax","P.H.Weston","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Persoonia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899222","Arnocrinum preissii","Lehm.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Arnocrinum","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899267","Schoenus subbarbatus","Kük.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Schoenus","Bearded Bog-rush","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899303","Cyrtococcum oxyphyllum","(Hochst. ex Steud.) Stapf","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cyrtococcum","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899338","Lechenaultia tubiflora","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Lechenaultia","Heath Leschenaultia","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899371","Barleria prionitis","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Barleria","Barleria","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899406","Ricinocarpos megalocarpus","Halford & R.J.F.Hend.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Ricinocarpos","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899507","Waitzia nitida","(Lindl.) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Waitzia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899537","Maireana amoena","(Diels) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Maireana","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899563","Cinnamomum baileyanum","(F.Muell. ex F.M.Bailey) W.D.Francis","species","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Cinnamomum","Candlewood","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899663","Plagiocarpus arnhemicus","I.Thomps.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Plagiocarpus","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899730","Scaevola tortuosa","Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Scaevola","Tortuous-stem Scaevola","3","","","","","","","","","","","","","","","","","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899761","Eragrostis barrelieri","Daveau","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Eragrostis","Pitted Love-grass","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899785","Orites revolutus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Orites","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899800","Dampiera stenophylla","K.Krause","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Dampiera","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2899941","Lycium barbarum","L.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Lycium","Chinese Boxthorn","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900041","Schoenus racemosus","J.M.Black","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Schoenus","Sandhill Bog-rush","3","","","","","Endangered","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900165","Corchorus tectus","Halford","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Corchorus","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900202","Sclerolaena bicornis","Lindl.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Sclerolaena","Bassia Burr","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900257","Acacia gracilenta","Tindale & Kodela","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Wattle","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900273","Eremophila crassifolia","(F.Muell.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila","Thick-leaf Emubush","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900330","Eucalyptus planipes","L.A.S.Johnson & K.D.Hill","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","3","","","","","Critically Endangered","","","","","","","","","Rare, Near Threatened","","Poorly-known species","Poorly-known species","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900530","Leucas lavandulifolia","Sm.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Leucas","Leucas","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900541","Arthragrostis brassiana","B.K.Simon","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Arthragrostis","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900556","Banksia purdieana","(Diels) A.R.Mast & K.R.Thiele","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900567","Cryptocarya angulata","C.T.White","species","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Cryptocarya","Ivory Laurel","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900573","Acacia striatifolia","Pedley","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900593","Tithonia diversifolia","(Hemsl.) A.Gray","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Tithonia","Japanese Sunflower","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900654","Ptilotus helipteroides","(F.Muell.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus","Hairy Mulla Mulla","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900661","Micraira multinervia","Lazarides","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Micraira","Micraira","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900674","Thyridolepis mitchelliana","(Nees) S.T.Blake","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Thyridolepis","Window Mulga-grass","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900725","Cassinia nivalis","Orchard","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cassinia","Ochre Cassinia","3","","","","","Endangered","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900809","Abutilon cryptopetalum","(F.Muell.) F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Abutilon","Hill Lantern-bush","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900810","Acacia aculeiformis","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900848","Setaria incrassata","(Hochst.) Hack.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Setaria","Setaria","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://id.biodiversity.org.au/node/apni/2900911","Prunus cerasus","L.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rosaceae","Prunus","Sour Cherry","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
